sample_index,true_class,pred_class,pred_confidence,true_confidence
6675,farm,balloon,6.820445,4.776775
6716,wait,finger,6.820305,5.282736
8525,bug,dog,6.817649,5.0138316
3024,no,pajamas,6.8167257,0.03735451
7884,wet,fine,6.811582,3.455915
4019,nuts,not,6.8108134,6.0986185
3201,snack,drop,6.809607,1.0069504
1931,on,clean,6.808935,6.769733
6905,tooth,cheek,6.8036485,5.9960675
2579,lamp,finger,6.7975335,2.2405255
4797,will,there,6.79562,4.3176913
7639,that,night,6.793513,4.3903375
7428,dry,dryer,6.789167,4.874587
3521,sleep,nap,6.7881465,6.446864
6180,arm,child,6.787025,5.6289573
1025,look,see,6.781026,6.5294347
428,toy,green,6.7790112,3.436372
7972,look,face,6.7787194,6.5510225
4138,touch,hate,6.7784667,5.046568
8976,go,look,6.778191,3.5242846
7708,milk,fast,6.7771535,6.144331
8418,stuck,scissors,6.7746677,5.0674706
2128,boat,beside,6.7719107,4.9196715
3299,sticky,fast,6.7713146,3.218799
5594,make,apple,6.7710524,5.7009006
5815,close,hello,6.769598,3.5470004
8845,fish,room,6.769382,3.1506581
305,there,hate,6.768255,0.6575341
3107,dry,dryer,6.763866,5.6254864
8068,fish,noisy,6.762341,2.1072383
4056,empty,bad,6.7621374,2.3111827
4872,scissors,high,6.758535,5.764068
4746,cat,hate,6.7585015,5.523925
3403,open,book,6.755841,5.0897813
3347,pajamas,puppy,6.750286,5.8096423
4531,pen,pencil,6.7499666,5.6519465
5263,sad,face,6.748993,6.511976
362,any,another,6.7432647,5.62682
5558,pajamas,person,6.7429266,6.2923465
3547,all,green,6.742732,2.987278
263,fast,puppy,6.7419367,2.9077458
4981,bedroom,bed,6.7401104,2.4841006
8153,jeans,happy,6.73836,0.7257279
5277,cat,kitty,6.7374277,6.4953213
2801,arm,home,6.7186556,0.70484793
5991,nap,sun,6.7145295,3.190845
6363,yucky,hate,6.714162,3.4451823
5446,shoe,there,6.713251,6.4440956
8981,find,sticky,6.7121587,4.3973413
8747,cereal,police,6.7081604,4.4221673
7845,hear,listen,6.7069926,6.546939
9267,girl,shoe,6.701171,4.609094
2063,make,fast,6.701166,3.7118797
8949,any,yucky,6.6940446,0.85005784
3913,before,glasswindow,6.6918797,5.9893856
7387,same,closet,6.6807857,4.510872
3585,sticky,touch,6.6801004,5.6452117
4424,empty,yucky,6.6776195,3.5509672
2375,mouth,glasswindow,6.6737194,3.1047733
5588,yes,jeans,6.6722536,6.113234
1472,toothbrush,down,6.6680036,3.1493416
5507,finger,find,6.666235,3.2079399
4802,yucky,man,6.665193,3.279441
3841,boat,close,6.6642165,6.4034467
9085,pig,dirty,6.6634865,6.51714
3916,shoe,zipper,6.661779,4.243962
1809,haveto,time,6.660686,5.019083
1132,wake,time,6.658221,1.4127475
1803,hide,yourself,6.65421,3.9352446
7545,morning,bad,6.6479487,3.474105
5119,refrigerator,quiet,6.637684,-1.1752595
2891,open,blue,6.6321316,5.311658
3059,before,potty,6.628906,4.359601
2725,mouse,doll,6.624775,5.3570905
2115,empty,finger,6.623629,5.0970426
229,puzzle,another,6.6228943,4.2520156
6898,cat,kitty,6.6218896,5.696699
6195,eye,cheek,6.6166005,6.0423017
106,open,cereal,6.6135116,-0.24832213
5125,carrot,toothbrush,6.613401,4.3862815
8311,farm,on,6.613359,4.756232
7400,go,wet,6.612424,5.012653
7712,book,morning,6.6120887,5.5419292
8255,black,because,6.6117597,5.2690196
8432,smile,say,6.608626,2.3488622
8133,loud,later,6.6082916,5.8723183
138,book,boat,6.606972,5.0802617
9261,giraffe,jacket,6.604128,-2.3261855
1779,hate,sticky,6.6011624,6.5404973
2951,fall,room,6.6005077,1.1527413
8118,pool,pen,6.599742,5.9794044
2628,clown,pajamas,6.598596,5.1667743
7552,book,person,6.5968256,0.70524335
4086,closet,close,6.5960455,5.103253
3755,empty,snack,6.595977,1.4526948
6535,awake,wake,6.591025,5.8906274
7201,boat,person,6.5899057,2.4828358
3884,hate,grandma,6.5895414,4.9610076
2696,look,see,6.5854807,3.570809
5824,go,for,6.5846653,4.1377597
9285,tree,ear,6.578377,1.2372564
5691,shirt,child,6.57372,3.5133343
4211,hate,man,6.571696,4.2849197
8174,after,finish,6.567513,1.8292322
4998,toothbrush,tooth,6.566797,1.1937323
6483,haveto,can,6.564909,5.685219
2991,store,story,6.5617905,5.9184885
2042,can,go,6.5583816,5.8443546
4411,nuts,not,6.5558505,6.314522
1189,boat,book,6.555154,6.4915366
2163,dance,ride,6.54815,6.3644934
4301,will,blue,6.5455704,3.406814
7248,blow,kiss,6.533695,4.5316486
7777,all,not,6.5323396,3.6793342
1825,child,quiet,6.531046,2.5707645
182,helicopter,bye,6.529825,-0.9460778
6218,mouse,orange,6.52944,4.478286
7172,who,hen,6.5289145,1.1271721
3707,snow,close,6.522371,2.614943
4805,wait,book,6.5122457,3.7233212
5004,close,before,6.508827,5.8105903
5244,bad,blue,6.5080547,1.0305823
3202,underwear,who,6.506623,-0.1423907
3932,fall,ride,6.5042324,-0.6127106
618,another,later,6.5029173,2.383323
3118,think,morning,6.4986053,2.005237
5378,bug,stairs,6.4898105,4.160539
6237,no,shoe,6.486505,6.3300643
4085,night,hat,6.484463,2.7508066
7501,bedroom,bed,6.4795885,5.132588
6996,fast,zebra,6.477895,5.101921
7448,glasswindow,close,6.475469,4.347751
5985,wolf,farm,6.4754057,1.5364627
4677,person,up,6.473137,5.5028543
4737,backyard,book,6.467299,0.92073226
5995,grass,cat,6.463675,2.4711041
8930,there,after,6.4636235,5.2294946
116,stairs,zipper,6.463381,1.912607
1986,morning,tree,6.463173,4.2647076
4627,pen,tomorrow,6.462408,2.3783767
5897,there,thankyou,6.460723,4.3986864
4092,wet,bird,6.4514275,3.2431207
5886,no,puppy,6.451282,5.7776217
572,garbage,say,6.44699,2.3685937
2567,puzzle,chair,6.446185,4.8465457
1765,pool,clean,6.444889,3.3744886
238,wolf,nap,6.444181,3.8760087
2518,look,read,6.4409122,5.659889
4565,snow,finish,6.436856,3.8736076
2334,quiet,talk,6.433069,6.080784
9205,shirt,dance,6.421107,2.4336085
3973,hair,loud,6.41697,5.1072598
4010,kitty,cat,6.41651,6.1021347
6737,wolf,sleepy,6.414499,1.8002285
2618,weus,goose,6.4124556,4.4081774
378,room,bedroom,6.4122496,6.2639623
6158,another,yourself,6.4113746,2.9138288
286,dryer,dry,6.4112616,6.066052
6036,vacuum,backyard,6.409829,3.0144842
3060,fast,any,6.406934,0.48477462
6615,alligator,rain,6.4051266,5.3142705
3965,boat,mitten,6.3965025,4.4141865
2268,helicopter,alligator,6.396439,6.1326385
6393,owie,hide,6.394695,1.6957604
7179,open,shirt,6.3941145,2.1279535
8540,penny,first,6.3913064,5.9974236
7900,that,jump,6.3880925,-1.2870748
3157,lips,mouth,6.3814363,6.2964764
4868,table,clean,6.3789306,5.296541
8032,cute,underwear,6.375446,5.876219
9034,sticky,hate,6.3726573,3.7344198
4290,before,happy,6.3697724,5.4714737
9149,closet,cut,6.369075,5.612131
2576,glasswindow,tooth,6.3643107,3.6365585
3155,finger,wait,6.3638487,5.66212
1477,radio,into,6.3602085,1.1910484
913,snow,tree,6.357566,3.6157305
6536,elephant,boy,6.3572807,0.6199877
9239,man,dad,6.3559256,6.2824955
4593,dog,puppy,6.3543534,6.131157
9243,minemy,chair,6.3514833,-1.123434
4688,later,go,6.3449187,6.2838
7837,close,police,6.335508,2.5102496
1607,why,outside,6.3349853,4.9939723
2827,touch,aunt,6.334887,3.671374
6642,no,farm,6.332731,4.9052176
3620,give,gift,6.330114,2.752422
9100,happy,hot,6.329045,6.2351017
654,there,every,6.326195,2.0220068
2931,vacuum,shoe,6.321745,0.56618947
4373,rain,cloud,6.319839,5.0384617
804,cut,scissors,6.3175936,6.2687225
8599,beside,there,6.317327,5.4114738
1828,all,pool,6.3169107,0.013010848
5063,apple,empty,6.3169,1.5865837
4760,why,open,6.314011,3.9999537
4754,drawer,car,6.3119044,0.76337487
5391,farm,many,6.30915,0.79650956
6952,owl,home,6.3071046,6.1014843
9224,on,child,6.306896,1.2461855
9175,hot,snack,6.30596,4.728045
1083,hear,listen,6.305691,6.264299
6977,can,yes,6.3015585,6.291565
3979,into,weus,6.2992005,1.1698024
2530,old,shoe,6.2881727,3.627266
4811,sun,flower,6.287574,0.9593098
3826,hate,sticky,6.285875,5.1906776
4212,hello,fireman,6.2851205,5.35064
9259,hesheit,hate,6.284769,5.2179966
4675,eye,tooth,6.282722,4.4291964
4564,man,bad,6.277071,5.113279
1330,have,animal,6.276913,3.5863256
5396,drop,down,6.2708116,1.1360562
5892,into,night,6.270518,5.1860375
1382,drink,stay,6.2691727,4.1412406
6409,on,bad,6.2661595,6.041995
2599,hesheit,room,6.264755,2.6783094
1160,chin,thirsty,6.254894,4.398707
6770,look,closet,6.250439,5.1604595
8817,that,stay,6.249766,3.8298402
4935,drawer,refrigerator,6.2440825,4.700113
924,animal,happy,6.2373714,3.783489
1637,potty,bad,6.2338276,5.744803
349,happy,fish,6.2337193,3.3456206
8632,there,after,6.2335057,5.8404036
8411,open,bad,6.2280297,-0.45049307
7466,lips,tooth,6.223377,3.1380572
6782,talk,underwear,6.21843,0.5867448
3583,hair,blue,6.2184105,3.3807988
4702,better,cry,6.2142353,4.6439276
3333,feet,night,6.213763,-0.44463977
5146,red,fast,6.2129545,5.677969
8302,dry,dryer,6.211683,5.720544
1266,bed,blue,6.2106,4.8069086
7029,who,store,6.206274,-0.007923283
4283,haveto,animal,6.2061934,2.6749249
8475,fast,loud,6.2061415,4.356698
704,icecream,tomorrow,6.205434,-0.008644022
7195,yourself,give,6.205018,-0.24132907
6913,mouse,doll,6.202013,3.3652189
268,lion,fireman,6.2000604,2.2711122
6931,police,fine,6.19507,1.2186434
6089,find,bye,6.1934476,1.8577728
4759,TV,stairs,6.189466,4.4007545
8254,milk,many,6.186489,4.987632
2068,any,jeans,6.179467,5.207474
1464,wolf,grass,6.17882,6.1692467
8983,sad,taste,6.1712017,5.1215396
7453,jeans,have,6.1675553,4.1153135
6118,grandma,yucky,6.1651487,5.512403
3350,backyard,penny,6.1642985,3.811987
2157,scissors,dance,6.163718,1.6942084
400,book,wet,6.1630387,1.4026484
4323,clean,farm,6.1593866,-1.1960318
598,yucky,grandma,6.158016,1.3651474
1960,night,there,6.1568484,0.7521452
2849,dirty,clean,6.152467,5.9899683
2490,drop,pool,6.149395,2.9469066
2056,down,can,6.1456785,5.307828
4600,child,bed,6.1428165,2.1142523
680,can,potty,6.1409435,4.97869
7799,rain,finish,6.136674,5.548296
5145,flower,pretty,6.1228547,4.1137347
4603,hesheit,later,6.1153793,5.916467
6318,after,happy,6.114776,4.994515
1257,better,now,6.1145754,1.4649388
6573,balloon,farm,6.110277,5.275471
326,jeans,feet,6.106476,2.4112985
4861,potty,pen,6.106161,5.875754
3713,shoe,yes,6.103966,5.702754
1927,beside,outside,6.092116,4.5504556
1655,cereal,dry,6.082983,4.0651383
5441,yes,pen,6.0806437,2.1199765
4723,wet,puppy,6.074185,1.1389934
8758,eye,first,6.073972,6.0199623
1627,touch,find,6.0722866,4.055773
3274,jump,time,6.0703626,0.7872082
1508,story,goose,6.0608764,4.9267445
3031,home,time,6.055754,2.0073268
1154,zebra,shirt,6.052904,3.6030974
1361,blow,glasswindow,6.0528836,1.5995322
1497,backyard,ear,6.0521994,5.60099
7285,pen,garbage,6.0502076,-0.0112160845
5088,give,fast,6.047532,2.3063898
6040,weus,arm,6.0447497,0.89878553
9242,because,hat,6.0423055,1.1321247
8738,cut,shoe,6.0417175,3.9439633
2773,cloud,into,6.0361247,0.38985828
1871,chair,clean,6.0325575,1.0077844
8536,glasswindow,bird,6.0281963,3.6663542
850,beside,person,6.0257225,4.2577057
5213,tomorrow,aunt,6.0246716,5.2949996
9053,close,fish,6.0214076,4.191315
5222,lamp,wolf,6.0171003,2.5974243
6678,table,on,6.009886,5.1908474
2541,elephant,backyard,6.008765,0.8403165
4264,owl,cowboy,6.0025945,4.753004
686,beside,outside,5.99544,3.5976841
3686,water,hen,5.994914,5.6387434
7535,shirt,boat,5.9925275,2.1986065
8833,after,any,5.990204,1.5241582
5317,sleep,sleepy,5.9842215,4.538217
1749,awake,wake,5.981234,5.612126
5279,yourself,on,5.9791355,-0.00728094
8242,bad,man,5.978614,3.4854364
141,lamp,empty,5.9765973,5.7259645
9194,vacuum,jeans,5.9749503,4.716598
497,there,wait,5.9748287,1.6321589
8530,beside,before,5.9673862,4.491767
1812,elephant,on,5.9667478,1.7482635
7021,pool,fall,5.9538465,4.0943704
7494,mom,orange,5.9519405,-1.2547996
7620,can,stairs,5.9505634,3.3337255
3714,fish,girl,5.948409,1.9355445
236,stuck,TV,5.9450135,0.9378942
2715,home,head,5.939216,5.7458563
6620,there,gum,5.9345245,4.2689013
8396,cereal,blow,5.934054,-0.17637888
6910,tree,cloud,5.929342,1.1666858
2720,on,story,5.925535,3.671585
4203,jeans,stay,5.906266,5.0459833
9244,hair,after,5.902765,2.2875948
3537,like,hungry,5.9012876,0.05678911
9066,down,backyard,5.899871,1.3856901
5504,go,can,5.895721,1.8675297
3535,taste,drink,5.892996,1.8517691
8556,cut,pool,5.8920217,2.2149923
750,who,weus,5.889706,0.53315574
3074,callonphone,morning,5.8815594,3.2043967
8415,napkin,dance,5.8806877,4.471952
1595,helicopter,cowboy,5.8799,0.51771826
2401,drop,blow,5.8772864,5.7401342
7284,refrigerator,yes,5.8685646,-1.6360992
4689,another,better,5.861853,4.568589
2582,stairs,drop,5.8601146,0.68145216
2135,go,loud,5.8585157,3.3544114
7711,quiet,elephant,5.8573728,5.2580876
502,balloon,store,5.855603,2.7538502
3978,elephant,bed,5.854421,4.6952043
1047,like,feet,5.8494368,4.860758
3695,grandpa,sleep,5.8484054,3.7735171
3193,empty,table,5.84719,-0.53436863
6487,hen,chair,5.843896,3.5167432
4192,open,on,5.8411627,5.6001387
1412,chocolate,jacket,5.837062,5.7719727
1652,jump,TV,5.8353553,5.74689
6156,jump,drop,5.8333964,5.444792
3216,on,backyard,5.832583,3.9875116
258,there,before,5.8315973,5.2885756
8102,into,rain,5.8281355,3.1301086
6803,loud,shoe,5.8274636,5.181636
714,owl,cowboy,5.826989,4.392007
4039,nuts,tomorrow,5.8196754,5.551001
3792,frenchfries,ride,5.814338,1.3760625
7286,touch,chair,5.8090057,1.900212
6305,touch,any,5.806272,-1.2934955
167,vacuum,table,5.7922554,0.5137113
8673,dance,puppy,5.7902904,1.6369283
2368,glasswindow,tooth,5.7880635,5.5766535
8180,give,book,5.768949,0.27787623
5652,wolf,kiss,5.766903,4.167912
3045,another,puppy,5.766188,3.1980867
8583,car,refrigerator,5.75511,3.8779337
7026,nap,bee,5.748077,3.910599
2848,no,frenchfries,5.7474174,0.08689276
9314,better,pizza,5.7458344,4.210239
8503,close,pool,5.745467,1.2181159
5266,table,because,5.7415943,0.5486008
6012,time,think,5.7348256,5.5651565
9035,into,carrot,5.7326894,-1.8739443
1562,orange,puppy,5.7302003,-1.4531771
7037,potty,dog,5.7293444,0.25638065
3682,cow,donkey,5.7275276,5.681369
8036,bye,bad,5.7260475,4.7735114
707,boy,cowboy,5.7253623,4.002893
2637,clean,any,5.7227798,2.245556
4008,pajamas,minemy,5.721242,4.642491
3128,boat,fine,5.719047,2.7542915
8397,pretty,hungry,5.709665,4.6188245
2577,nose,cry,5.697769,3.1741562
6823,see,fall,5.696168,4.980075
6179,lamp,pretend,5.6960893,5.3706355
29,finish,sad,5.695177,4.1961274
8104,elephant,cloud,5.6947985,5.3241124
7631,bad,book,5.6942973,0.040757984
7513,fall,gift,5.6928535,1.0907354
1492,puppy,give,5.6924286,0.9444842
6461,touch,jeans,5.690215,5.0381894
8649,police,jacket,5.689148,0.64220405
6623,rain,sticky,5.688352,1.2076526
2668,pajamas,please,5.687633,5.4648967
7476,morning,hat,5.6830072,5.5519795
1639,after,jeans,5.681008,2.1901994
6647,zipper,any,5.679128,2.2172475
4107,mouth,glasswindow,5.678372,4.417699
7210,time,icecream,5.6775756,-0.81017137
2110,up,brother,5.671084,3.7959895
1798,garbage,icecream,5.6691656,5.624546
6480,look,see,5.6677628,0.7078922
626,that,yesterday,5.663851,5.129074
6583,jacket,lion,5.6575556,3.8683336
779,drop,lamp,5.640882,5.3020253
1499,night,penny,5.6406446,2.5122912
5002,dog,another,5.6365113,3.939248
6249,person,fish,5.634994,2.874698
2236,on,gift,5.6332617,3.4472737
7662,another,tongue,5.63318,3.9294512
5466,tiger,there,5.630441,1.4900196
5418,frenchfries,dirty,5.6131473,1.8010231
211,after,another,5.611294,0.58034194
8479,sleep,pretty,5.605726,5.5310407
4554,cat,cut,5.602747,-0.88128966
8021,taste,finger,5.6021876,3.154646
3490,like,beside,5.5896254,-1.3084584
8722,fish,finish,5.588376,1.8255585
3062,mouth,tooth,5.583366,1.9783502
6086,minemy,fine,5.578423,3.2223337
3396,dance,horse,5.5738955,-4.463602
880,frenchfries,all,5.572232,3.8843687
4717,grandma,better,5.5720487,-0.03084717
3046,dry,arm,5.565587,2.706911
5126,fireman,elephant,5.561785,2.5119312
4921,not,pencil,5.5485992,0.38022047
9253,yes,yourself,5.546979,2.399679
3752,before,open,5.5363994,4.203442
3516,backyard,book,5.5361037,3.65375
4079,puzzle,jeans,5.535747,4.1321917
2726,pool,open,5.5349092,4.353137
7300,taste,lamp,5.517197,1.8779114
5427,no,fine,5.512505,5.4554486
2679,smile,mouth,5.5119324,3.5261188
3750,gift,feet,5.5011783,2.8784232
709,book,grandma,5.5004616,4.816332
4116,ride,stairs,5.497374,3.3507886
3367,finger,alligator,5.4946866,5.056206
1498,jeans,jacket,5.494494,4.4703403
6107,water,wet,5.4942245,4.140559
3058,frenchfries,mouth,5.4881096,2.3453882
3637,room,story,5.4869223,5.2519703
7801,outside,mad,5.484751,4.78392
8631,elephant,cloud,5.4833903,3.2940288
6582,food,backyard,5.4811416,0.5343007
3921,hungry,feet,5.477788,2.5580087
4391,feet,green,5.4746003,5.1677065
1918,book,boat,5.472803,3.662655
3862,go,wet,5.469492,5.2986226
2002,white,zebra,5.468287,1.5173945
4113,child,story,5.457334,3.731069
8642,animal,thirsty,5.4567695,3.3244958
7403,toothbrush,every,5.4567323,3.0164711
5961,see,kitty,5.4440336,5.1162333
2988,helicopter,dog,5.435264,2.437021
4298,bad,after,5.435189,0.7678046
6183,make,every,5.434133,1.1906539
5982,vacuum,outside,5.433997,1.5364679
2419,can,after,5.431153,1.5231011
8507,tree,go,5.426655,-0.18564792
5694,every,yourself,5.424956,3.9881964
2612,close,ear,5.4217,3.7924266
5309,sticky,cat,5.41273,5.1169057
8195,fireman,helicopter,5.412481,5.2505126
2113,before,please,5.411738,0.23386092
8377,no,go,5.411082,3.0236268
2158,hate,snack,5.4102936,4.3355923
5809,child,table,5.407277,2.540032
7013,ear,noisy,5.4017587,5.1947956
6478,smile,will,5.393998,0.15793103
3406,stairs,sticky,5.390384,4.640301
8653,moon,brother,5.3867083,4.4479246
5951,red,make,5.3851743,3.0859826
323,bird,sun,5.380872,-0.45202446
7989,elephant,grandpa,5.3804755,1.6703132
5495,now,why,5.3792043,5.2443886
6877,mom,grandma,5.377598,4.979517
1820,there,hesheit,5.368096,1.7929935
1953,glasswindow,before,5.3642654,1.616006
7670,hat,like,5.3554397,0.23883799
1303,haveto,blue,5.349859,-0.17899917
2525,cloud,fireman,5.3454404,3.384581
9209,pretend,wait,5.33959,2.2363286
4664,bee,hate,5.3387647,2.038431
5642,story,book,5.3324456,1.9494923
3192,bedroom,outside,5.332064,-0.8277667
6730,pool,pig,5.3246207,4.783974
7306,boat,book,5.323217,5.1923857
5696,bath,chair,5.3205433,-0.9347221
5525,sick,head,5.315913,3.1777854
1934,shirt,dance,5.3133965,3.11975
832,any,that,5.310732,3.7613678
4033,sleepy,sad,5.3048625,1.473664
520,sleepy,sleep,5.300938,3.4170694
2879,zipper,weus,5.3005505,4.0429187
8103,sticky,empty,5.2964945,1.3205739
824,another,minemy,5.294526,1.0210344
7824,bye,rain,5.2909665,2.1675613
4762,mad,beside,5.2906656,2.3375156
7204,smile,glasswindow,5.2861595,0.82508796
7295,shoe,on,5.2632027,2.9941177
8403,same,down,5.241216,1.3328314
7835,stay,same,5.239572,3.7022474
4552,farm,elephant,5.2379174,4.3642116
8543,noisy,chair,5.2326612,0.7624646
5174,farm,car,5.227746,3.2301037
1769,goose,jump,5.2255797,4.6949635
8091,open,book,5.2236404,3.6162214
6622,grandma,flag,5.219187,4.7440434
6630,night,feet,5.215696,0.2719251
2683,quiet,cowboy,5.2153625,-0.29355693
943,puppy,boy,5.2126265,1.6570491
7127,hide,closet,5.212073,4.0125318
3283,home,owie,5.208598,-0.6779633
8680,dirty,mouse,5.202496,3.4550855
3385,not,bye,5.199866,5.047395
7767,animal,morning,5.1943936,4.7441883
6414,hesheit,mouth,5.192274,3.8443463
4566,flower,nap,5.184523,1.978358
5697,have,every,5.165445,0.3314496
9181,shirt,jeans,5.1578918,1.0284432
5292,fast,dog,5.146863,4.427349
202,same,quiet,5.1445785,4.9415526
1536,grass,give,5.143405,1.6350006
9204,down,green,5.1218314,4.4701033
747,cloud,touch,5.1114206,1.5563623
6205,dog,read,5.09923,2.1291316
1131,fine,person,5.097439,-0.6144974
9040,sad,sleep,5.0907903,1.2479286
7097,shower,penny,5.0864797,0.27066576
2805,nose,doll,5.0738955,3.811906
5626,zipper,pen,5.073462,0.96360403
2077,sick,happy,5.073249,1.8554405
8804,kiss,can,5.0628386,1.9429417
1496,weus,car,5.04971,1.6527808
4894,owl,drink,5.041656,4.550993
6974,sun,shower,5.040097,3.5971177
9232,cut,zebra,5.039509,0.35167897
9297,hesheit,hate,5.035591,3.808206
6909,balloon,loud,5.0344925,3.9871805
1241,giraffe,any,5.0291333,4.8405433
6507,hair,dad,5.0288754,4.9433193
6991,aunt,every,5.0237727,4.9125686
2691,hate,pool,5.0225234,0.7008316
7959,ear,before,5.0183964,1.2437162
5672,brown,room,5.0181465,-0.85089886
8568,red,say,5.015848,4.210605
4115,any,car,5.0138226,4.8089986
463,bedroom,wolf,5.007255,-0.4535294
1790,stuck,lamp,5.00454,2.475502
2307,smile,cheek,5.002057,3.9882174
625,napkin,pen,4.996789,3.4903073
4064,gift,yucky,4.975347,0.9977555
6470,frenchfries,cloud,4.9608216,3.677738
6605,give,like,4.951375,0.9571651
1027,there,yes,4.944023,2.7604337
5979,wake,any,4.9401164,3.912841
4263,quiet,read,4.9381933,4.1045084
9313,police,pool,4.930703,0.13647613
6419,will,grandpa,4.928873,3.619251
5662,see,find,4.8993187,-0.34729868
7918,rain,cloud,4.89588,4.7094913
6207,grandma,puzzle,4.890905,0.6447187
1070,nap,fall,4.8668103,4.2065997
2902,old,garbage,4.8553686,2.095336
5082,hide,any,4.8538804,3.3539145
2642,bug,snack,4.847702,3.6751022
8593,on,table,4.824933,2.3504963
7011,tomorrow,gift,4.81828,3.1770294
7426,jeans,girl,4.802187,4.3352857
1289,better,cry,4.800721,1.3275827
5926,empty,touch,4.7876654,4.209311
4572,beside,zipper,4.77965,2.4825356
7714,face,give,4.775585,-0.8533206
3617,touch,yucky,4.7554874,3.8429246
7036,hear,dryer,4.754887,0.6306882
2630,police,fish,4.7405663,1.7414571
9074,puppy,open,4.7375054,0.5569997
8015,pretend,not,4.731081,4.104758
7243,grandma,arm,4.7278905,4.0578017
665,fine,talk,4.7222543,4.537686
1695,hide,fine,4.7009816,-0.31730932
2350,apple,tongue,4.70008,4.5718536
869,hat,fireman,4.691255,1.8171594
2036,owie,pig,4.6841855,0.7867518
4844,elephant,story,4.6829643,3.7014961
6653,toy,penny,4.6763124,0.30460083
1391,water,refrigerator,4.6710863,3.330837
3859,thirsty,puzzle,4.6702056,1.4780256
5729,sticky,stuck,4.6669364,0.55964756
2987,all,mitten,4.6615252,4.0025663
3881,like,hungry,4.6373825,3.2148218
4585,face,chin,4.632443,2.0585105
4265,cereal,potty,4.6314187,2.7422154
9309,pretty,look,4.627264,4.037436
5226,night,puppy,4.6255875,0.5423948
2322,room,grass,4.6236243,0.41354254
5293,that,alligator,4.6196623,1.0011554
4390,give,clean,4.6182375,4.5418754
8647,cut,puzzle,4.611734,4.315805
702,night,on,4.6058655,3.6829016
5326,rain,dance,4.600214,3.248811
6242,lamp,drop,4.587239,3.5771406
6058,can,snack,4.5826473,-0.12209751
1203,night,after,4.5758696,1.7351878
5479,face,hat,4.572508,1.0466979
8222,read,hesheit,4.57058,-0.51543146
7427,zipper,vacuum,4.5658307,1.6654651
7096,refrigerator,icecream,4.542898,0.61847335
5584,finger,please,4.535996,-0.073382095
1660,milk,book,4.5274205,2.9392755
2109,stay,clean,4.5200663,-0.85191065
1602,weus,all,4.516253,4.1726494
8165,lamp,pen,4.5147448,-0.32195437
6756,yellow,same,4.4979377,2.67979
1737,read,apple,4.4950876,0.30214903
5832,zipper,animal,4.482336,1.1877089
7985,drop,time,4.467234,0.6161898
9230,hungry,weus,4.4620924,0.1784654
5357,morning,pencil,4.4615154,-0.49709436
20,chin,quiet,4.455244,0.6816706
7386,jeans,who,4.450623,3.0073247
7151,sun,uncle,4.432734,2.789802
7310,open,closet,4.424699,3.9435704
5742,hello,into,4.404442,2.6614478
7098,morning,puppy,4.4008837,-0.3213724
1912,after,garbage,4.397201,0.9913566
2473,cry,night,4.386027,-1.635504
506,weus,red,4.363661,1.2667285
8357,fine,many,4.354873,4.269778
8683,cow,hen,4.3404856,4.162113
2990,nap,can,4.3167105,4.213756
3615,jeans,donkey,4.309035,4.139576
6921,hesheit,fall,4.308774,2.837298
995,all,child,4.3041778,3.370343
6228,eye,toy,4.2574596,-0.03519269
6776,wake,dirty,4.2522216,-1.1131141
558,eye,many,4.2332153,-1.784449
3868,bath,police,4.231957,-2.3408911
6565,wait,mitten,4.225747,3.5253015
3874,no,rain,4.212705,1.0882269
9019,dad,dryer,4.182553,-0.11341548
2332,bed,pool,4.1738763,1.6723775
7393,not,shoe,4.1580915,-1.4534956
3735,police,shhh,4.083245,1.6229199
1914,red,elephant,4.04123,-0.004655838
2486,child,grandma,4.003012,3.1697736
7886,girl,cut,3.97189,2.4432695
964,green,cute,3.9599004,1.9832186
4325,who,finger,3.9233327,0.639525
3788,blow,owie,3.913364,-0.40443382
1071,first,jacket,3.8548572,-0.8846461
5484,all,napkin,3.8278646,2.0457616
2498,fine,head,3.8246715,1.8019264
1993,sleep,kiss,3.7533631,0.0052784383
4141,brother,better,3.7232022,0.9203182
5524,chair,thirsty,3.7066474,-0.15988642
6800,finish,bedroom,3.698449,1.6989152
1306,there,alligator,3.6933773,0.08648783
8991,before,white,3.6749744,3.0558183
4230,first,person,3.6702566,0.74406296
7016,alligator,garbage,3.6155972,0.4556377
1373,boat,now,3.551085,-0.6837343
1423,giraffe,farm,3.4030998,0.26591977
1449,hat,animal,3.3542845,1.1502881
6957,because,another,3.3249683,1.5466585
9301,elephant,bad,3.1614704,-0.8882661
6306,thankyou,book,3.1541889,1.8483468
